Club,Name,Club_Position,Club_Joining,Contract_Expiry,Nationality,National_Position,Rating,Height,Weight,Preferred_Foot,Birth_Date,Age,Preferred_Position,Weak_foot
GFC Ajaccio,Yoann Court,LM,6/17/2016,2018.0,France,,68,172 cm,70 kg,Left,1/14/1990,27,LM,3
GFC Ajaccio,Youssouf M'Changama,Sub,7/24/2016,2018.0,Comoros,,60,173 cm,70 kg,Left,8/29/1990,26,CM/LM,3
GIF Sundsvall,Amaro Bahtijar,Sub,1/1/2016,2017.0,Sweden,,52,176 cm,71 kg,Right,8/26/1998,18,CM,3
GIF Sundsvall,David Myrestam,LCB,1/16/2017,2020.0,Sweden,,64,181 cm,79 kg,Left,4/4/1987,29,CB/LB,3
GIF Sundsvall,Dennis Olsson,LB,1/1/2012,2017.0,Sweden,,60,182 cm,73 kg,Left,10/3/1994,22,LB,2
GIF Sundsvall,Eric Björkander,Sub,1/2/2016,2018.0,Sweden,,58,184 cm,73 kg,Right,6/11/1996,20,LB/RB,3
GIF Sundsvall,Eric Larsson,RB,1/1/2013,2017.0,Sweden,,66,175 cm,69 kg,Right,7/15/1991,25,RB,3
GIF Sundsvall,Erik Granat,Sub,1/1/2014,2017.0,Sweden,,58,172 cm,61 kg,Right,8/9/1995,21,RM/CM,3
GIF Sundsvall,Filip Tägtström,Sub,8/8/2014,2017.0,Sweden,,54,183 cm,75 kg,Right,5/30/1998,18,CB,2
GIF Sundsvall,Granit Buzuku,Sub,1/1/2012,2022.0,Sweden,,55,182 cm,75 kg,Right,7/10/1993,23,CAM,3
GIF Sundsvall,Jonathan Malmberg,Sub,1/15/2014,2023.0,Sweden,,55,186 cm,80 kg,Right,2/2/1994,23,GK,2
GIF Sundsvall,Jonathan Morsay,Sub,10/18/2016,2018.0,Sweden,,55,177 cm,75 kg,Right,10/5/1997,19,RM,2
GIF Sundsvall,Kristinn Steindórsson,LS,1/8/2016,2018.0,Iceland,,62,177 cm,70 kg,Right,4/29/1990,26,LM,3
GIF Sundsvall,Lars Krogh Gerson,RCM,1/11/2015,2017.0,Luxembourg,,64,187 cm,76 kg,Right,2/5/1990,27,CM,3
GIF Sundsvall,Linus Sahlin,Sub,7/30/2016,2020.0,Sweden,,52,186 cm,74 kg,Right,3/29/1997,20,CB,2
GIF Sundsvall,Lloyd Saxton,Sub,2/9/2015,2018.0,England,,58,190 cm,88 kg,Right,4/18/1990,26,GK,2
GIF Sundsvall,Marcus Danielsson,RCB,1/1/2012,2017.0,Sweden,,65,191 cm,81 kg,Right,4/8/1989,27,CB,2
GIF Sundsvall,Noah Sonko Sundberg,Sub,7/31/2013,2018.0,Sweden,,64,186 cm,83 kg,Right,6/6/1996,20,CB,3
GIF Sundsvall,Peter Wilson,RS,1/1/2015,2019.0,Sweden,,60,182 cm,74 kg,Right,10/9/1996,20,ST,2
GIF Sundsvall,Robbin Sellin,RM,8/1/2012,2017.0,Sweden,,63,168 cm,66 kg,Left,4/12/1990,26,RM,2
GIF Sundsvall,Robin Tranberg,Sub,1/1/2016,2018.0,Sweden,,59,187 cm,85 kg,Right,2/6/1993,24,CB/LB,3
GIF Sundsvall,Sebastian Rajalakso,LM,8/11/2014,2017.0,Sweden,,62,187 cm,82 kg,Right,9/23/1988,28,LM,3
GIF Sundsvall,Smajl Suljevic,LCM,2/5/2015,2017.0,Sweden,,59,188 cm,86 kg,Right,7/15/1994,22,CM,2
GIF Sundsvall,Tommy Naurin,GK,1/1/2010,2017.0,Sweden,,64,187 cm,86 kg,Right,5/17/1984,32,GK,3
GIF Sundsvall,William Eskelinen,Sub,1/24/2017,2019.0,Sweden,,52,191 cm,84 kg,Right,9/3/1996,20,GK,2
Galatasaray,Ahmet Çalık,Sub,1/13/2017,2021.0,Turkey,Sub,76,184 cm,77 kg,Right,2/26/1994,23,CB,4
Galatasaray,Aurélien Chedjou,RCB,7/19/2013,2017.0,Cameroon,,77,184 cm,86 kg,Right,6/20/1985,31,CB,3
Galatasaray,Berk İsmail Ünsal,Res,8/7/2012,2017.0,Turkey,,60,190 cm,81 kg,Right,8/6/1994,22,ST,3
Galatasaray,Birhan Vatansever,Res,7/1/2014,2017.0,Turkey,,57,180 cm,72 kg,Right,4/25/1997,19,CDM/CM,4
Galatasaray,Bruma,LM,9/3/2013,2018.0,Portugal,,80,173 cm,66 kg,Right,10/24/1994,22,LM/RM,4
Galatasaray,Cenk Gönen,Sub,8/28/2015,2018.0,Turkey,,71,190 cm,84 kg,Right,2/21/1988,29,GK,1
Galatasaray,Doğuş Can İncedere,Res,1/18/2016,2018.0,Turkey,,56,171 cm,62 kg,Left,1/15/1997,20,LM/CAM,3
Galatasaray,Endoğan Adili,Res,1/1/2014,2019.0,Switzerland,,62,170 cm,61 kg,Left,8/3/1994,22,RM/CF,3
Galatasaray,Eray İşcan,Sub,1/22/2009,2018.0,Turkey,,62,197 cm,84 kg,Right,7/19/1991,25,GK,1
Galatasaray,Eren Derdiyok,Sub,8/5/2016,2019.0,Switzerland,Sub,76,191 cm,92 kg,Right,6/12/1988,28,ST,3
Galatasaray,Fernando Néstor Muslera,GK,8/11/2011,2018.0,Uruguay,GK,82,190 cm,84 kg,Right,6/16/1986,30,GK,2
Galatasaray,Garry Mendes Rodrigues,Sub,1/10/2017,2021.0,Cape Verde,,75,173 cm,70 kg,Right,11/27/1990,26,LM/RM,3
Galatasaray,Gökay Güney,Res,8/19/2016,2019.0,Turkey,,60,180 cm,72 kg,Right,5/19/1999,17,CM,3
Galatasaray,Hakan Balta,LCB,9/3/2007,2018.0,Turkey,,74,184 cm,80 kg,Left,3/23/1983,34,CB/LB,3
Galatasaray,Josué,RM,7/1/2013,2018.0,Portugal,,76,174 cm,75 kg,Left,9/17/1990,26,RM/CAM,2
Galatasaray,Kerem Çalışkan,Res,12/22/2015,2018.0,Turkey,,61,180 cm,70 kg,Left,10/13/1997,19,ST,2
Galatasaray,Koray Günter,Res,1/30/2014,2018.0,Turkey,,71,185 cm,79 kg,Right,8/16/1994,22,CB,3
Galatasaray,Lionel Carole,LB,7/11/2015,2019.0,France,,76,182 cm,79 kg,Left,4/12/1991,25,LB,3
Galatasaray,Luis Pedro Cavanda,Sub,8/9/2016,2019.0,Belgium,,72,180 cm,76 kg,Right,1/2/1991,26,RB,3
Galatasaray,Lukas Podolski,ST,7/4/2015,2018.0,Germany,,81,182 cm,83 kg,Left,6/4/1985,31,ST/CAM,2
Galatasaray,Martin Linnes,Sub,1/13/2016,2019.0,Norway,,73,177 cm,72 kg,Right,9/20/1991,25,RB,3
Galatasaray,Nigel de Jong,Sub,8/31/2016,2018.0,Netherlands,,78,174 cm,72 kg,Right,11/30/1984,32,CDM/CM,3
Galatasaray,Sabri Sarıoğlu,RB,7/13/2001,2017.0,Turkey,,71,170 cm,65 kg,Right,7/26/1984,32,RB,2
Galatasaray,Selçuk İnan,RDM,7/1/2011,2019.0,Turkey,LDM,78,182 cm,74 kg,Right,2/10/1985,32,CM/CDM,4
Galatasaray,Semih Kaya,Sub,1/1/2008,2018.0,Turkey,,73,182 cm,75 kg,Right,2/24/1991,26,CB,2
Galatasaray,Serdar Aziz,Sub,6/24/2016,2020.0,Turkey,,75,183 cm,79 kg,Right,10/23/1990,26,CB,3
Galatasaray,Sinan Gümüş,Sub,7/8/2014,2019.0,Turkey,,73,179 cm,71 kg,Left,1/15/1994,23,RM,3
Galatasaray,Tolga Ciğerci,LDM,8/8/2016,2019.0,Turkey,,75,185 cm,80 kg,Right,3/23/1992,25,CDM/CM,4
Galatasaray,Wesley Sneijder,CAM,1/22/2013,2018.0,Netherlands,Sub,83,170 cm,72 kg,Right,6/9/1984,32,CAM,5
Galatasaray,Yasin Öztekin,Sub,8/8/2014,2018.0,Turkey,,75,179 cm,70 kg,Right,3/19/1987,30,RM/LM,4
Galway United,Alex Byrne,Sub,2/1/2014,2017.0,Republic of Ireland,,55,177 cm,71 kg,Right,3/8/1995,22,CDM,3
Galway United,Ciaran Nugent,Sub,1/17/2017,2017.0,United States,,54,186 cm,70 kg,Right,10/27/1991,25,GK,3
Galway United,Colm Horgan,RB,1/1/2014,2017.0,Republic of Ireland,,60,174 cm,72 kg,Right,7/2/1994,22,RB,3
Galway United,Conor Melody,Sub,7/1/2015,2017.0,Republic of Ireland,,50,175 cm,65 kg,Right,3/15/1997,20,RM,2
Galway United,Conor Winn,GK,2/27/2015,2017.0,England,,54,198 cm,95 kg,Right,2/26/1992,25,GK,2
Galway United,David Cawley,RCM,12/2/2016,2017.0,Republic of Ireland,,57,178 cm,76 kg,Right,9/17/1991,25,CM,3
Galway United,Evan Murphy,Sub,1/1/2016,2017.0,Republic of Ireland,,49,177 cm,67 kg,Right,3/1/1999,18,CB/RB,3
Galway United,Gary Kinneen,Sub,2/25/2016,2017.0,Republic of Ireland,,50,183 cm,81 kg,Right,7/1/1997,19,RB,3
Galway United,Gary Shanahan,RM,1/16/2014,2017.0,Republic of Ireland,,58,183 cm,80 kg,Right,2/15/1993,24,RM,3
Galway United,Gavan Holohan,LCM,12/13/2016,2017.0,Republic of Ireland,,60,180 cm,75 kg,Right,12/15/1991,25,CM/CAM,3
Galway United,Jesse Devers,Sub,2/27/2016,2017.0,Republic of Ireland,,51,174 cm,74 kg,Right,1/11/1997,20,ST,3
Galway United,Kevin Devaney,LM,1/18/2016,2017.0,Republic of Ireland,,57,179 cm,70 kg,Right,9/26/1990,26,LM,4
Galway United,Lee Grace,LCB,12/6/2016,2017.0,Republic of Ireland,,56,188 cm,76 kg,Right,12/1/1992,24,CB/CM,2
Galway United,Marc Ludden,LB,1/16/2014,2017.0,Republic of Ireland,,55,179 cm,72 kg,Left,2/28/1990,27,LB/LM,2
Galway United,Maurice Nugent,Sub,7/1/2015,2017.0,Republic of Ireland,,50,180 cm,67 kg,Right,7/30/1998,18,RB/LB,3
Galway United,Padraic Cunningham,LS,6/1/2014,2017.0,Republic of Ireland,,54,178 cm,72 kg,Right,11/13/1996,20,ST,3
Galway United,Paul Sinnott,Sub,12/1/2013,2017.0,Republic of Ireland,,57,182 cm,76 kg,Right,7/24/1986,30,CB/CDM,3
Galway United,Robert Spelman,Sub,1/1/2017,2020.0,Republic of Ireland,,47,176 cm,73 kg,Right,9/1/1997,19,CM,2
Galway United,Ronan Murray,Sub,12/5/2016,2017.0,Republic of Ireland,,59,170 cm,70 kg,Right,9/12/1991,25,ST,3
Galway United,Stephen Folan,RCB,12/1/2015,2017.0,Republic of Ireland,,59,185 cm,76 kg,Right,1/14/1992,25,CB,3
Galway United,Vinny Faherty,RS,12/3/2015,2017.0,Republic of Ireland,,61,178 cm,69 kg,Right,6/13/1987,29,ST,3
Gamba Osaka,Ademilson,LS,1/8/2016,2022.0,Brazil,,74,176 cm,74 kg,Right,1/9/1994,23,ST/RM,2
Gamba Osaka,Akito Takagi,Res,1/1/2016,2020.0,Japan,,54,175 cm,65 kg,Right,8/4/1997,19,ST,3
Gamba Osaka,Daiki Niwa,Sub,1/1/2004,2020.0,Japan,,69,181 cm,72 kg,Right,1/16/1986,31,CB/RB,3
Gamba Osaka,Fabio,CB,1/6/2017,2020.0,Brazil,,66,186 cm,78 kg,Right,2/28/1989,28,CB/CDM,3
Gamba Osaka,Genta Miura,RCB,1/6/2017,2018.0,Japan,,61,183 cm,77 kg,Right,3/1/1995,22,CB/RB,3
Gamba Osaka,Haruya Ide,Sub,1/1/2017,2018.0,Japan,,59,171 cm,66 kg,Right,3/25/1994,23,CAM/RM,3
Gamba Osaka,Hiroki Fujiharu,LM,1/1/2011,2020.0,Japan,,66,175 cm,60 kg,Left,11/28/1988,28,LB/LM,3
Gamba Osaka,Hiroki Noda,Res,1/1/2016,2020.0,Japan,,55,181 cm,73 kg,Right,7/27/1997,19,CB,3
Gamba Osaka,Hiromu Kori,Sub,7/13/2016,2018.0,Japan,,58,184 cm,77 kg,Right,9/11/1997,19,ST,3
Gamba Osaka,Hiroto Goya,Sub,1/1/2016,2020.0,Japan,,59,177 cm,68 kg,Right,1/2/1994,23,ST,3
Gamba Osaka,Jin Izumisawa,Sub,1/24/2017,2020.0,Japan,,64,165 cm,63 kg,Right,12/17/1991,25,CAM/LM,4
Gamba Osaka,Jungo Fujimoto,Sub,1/11/2016,2023.0,Japan,,62,173 cm,69 kg,Left,3/24/1984,33,RM/LM,3
Gamba Osaka,Kazunari Ichimi,Res,1/1/2016,2020.0,Japan,,57,181 cm,77 kg,Right,11/10/1997,19,ST,3
Gamba Osaka,Kim Jungya,LCB,1/1/2011,2020.0,Japan,,67,183 cm,74 kg,Right,5/17/1988,28,CB,3
Gamba Osaka,Koki Yonekura,Sub,1/1/2014,2020.0,Japan,,66,176 cm,68 kg,Right,5/17/1988,28,RB,3
Gamba Osaka,Masaaki Higashiguchi,GK,1/1/2014,2020.0,Japan,,73,184 cm,78 kg,Right,5/12/1986,30,GK,3
Gamba Osaka,Oh Jae Suk,Sub,1/1/2013,2020.0,Korea Republic,,64,178 cm,74 kg,Right,1/4/1990,27,RB/LB,3
Gamba Osaka,Patric,Sub,7/1/2014,2021.0,Brazil,,70,189 cm,82 kg,Right,10/26/1987,29,ST,3
Gamba Osaka,Ritsu Doan,Sub,1/1/2016,2020.0,Japan,,63,172 cm,70 kg,Left,6/16/1998,18,RM/LM,3
Gamba Osaka,Ryo Hatsuse,RM,1/1/2016,2020.0,Japan,,61,175 cm,64 kg,Right,7/10/1997,19,LB/RM,4
Gamba Osaka,Ryota Suzuki,Res,1/25/2017,2018.0,Japan,,57,191 cm,85 kg,Right,2/10/1994,23,GK,3
Gamba Osaka,Ryotaro Meshino,Res,1/1/2017,2018.0,Japan,,51,171 cm,62 kg,Right,6/16/1998,18,ST,3
Gamba Osaka,Shu Kurata,CDM,1/1/2007,2021.0,Japan,,67,172 cm,68 kg,Right,11/26/1988,28,CDM/CAM/RM,3
Gamba Osaka,Shuhei Akasaki,Res,1/1/2014,2020.0,Japan,,66,174 cm,70 kg,Right,9/1/1991,25,ST,3
Gamba Osaka,Shun Nagasawa,RS,7/8/2015,2020.0,Japan,,66,192 cm,82 kg,Right,8/25/1988,28,ST,3
Gamba Osaka,So Hirao,Res,1/1/2015,2020.0,Japan,,53,170 cm,68 kg,Right,7/1/1996,20,ST/CAM,3
Gamba Osaka,Yasuhito Endo,RCM,1/2/2001,2021.0,Japan,,73,178 cm,75 kg,Right,1/28/1980,37,CAM/CM,3
Gamba Osaka,Yasuyuki Konno,LCM,1/1/2012,2023.0,Japan,,67,178 cm,73 kg,Right,1/25/1983,34,CDM/CB,3
Gamba Osaka,Yosuke Fujigaya,Sub,1/1/2015,2021.0,Japan,,66,185 cm,82 kg,Right,2/13/1981,36,GK,3
Gamba Osaka,Yosuke Ideguchi,Sub,3/31/2014,2020.0,Japan,,66,171 cm,71 kg,Right,8/23/1996,20,CDM/CM,3
Gaziantepspor,Abdülkadir Kayalı,RDM,8/13/2014,2018.0,Turkey,,65,176 cm,66 kg,Right,1/30/1991,26,CDM/CM,2
Gaziantepspor,Alpay Koçaklı,Res,2/1/2016,2017.0,Turkey,,60,180 cm,75 kg,Right,9/19/1998,18,RB/RM,3
Gaziantepspor,Anton Putsila,Sub,7/14/2015,2017.0,Belarus,,70,180 cm,74 kg,Right,6/23/1987,29,CAM/RM,4
Gaziantepspor,Bart van Hintum,Sub,7/1/2016,2018.0,Netherlands,,70,177 cm,75 kg,Left,1/16/1987,30,LB,3
Gaziantepspor,Barış Yardımcı,RB,7/5/2014,2018.0,Turkey,,66,176 cm,71 kg,Right,8/14/1992,24,RB/CB,3
Gaziantepspor,Davy Claude Angan,Sub,8/4/2016,2017.0,Ivory Coast,,72,182 cm,75 kg,Right,9/20/1987,29,ST/LM,3
Gaziantepspor,Doğanay Kılıç,Res,2/1/2016,2020.0,Turkey,,64,180 cm,75 kg,Right,6/8/1996,20,CM/CAM,4
Gaziantepspor,Elyasa Süme,RCB,8/1/2014,2017.0,Turkey,,71,184 cm,76 kg,Right,8/13/1983,33,CB,2
Gaziantepspor,Erten Ersu,Res,9/20/2011,2019.0,Turkey,,65,195 cm,92 kg,Right,4/21/1994,22,GK,2
Gaziantepspor,Evans Kangwa,Sub,7/29/2016,2020.0,Zambia,,69,180 cm,78 kg,Right,10/9/1992,24,RM/LM,4
Gaziantepspor,František Rajtoral,Sub,8/26/2016,2018.0,Czech Republic,,74,179 cm,77 kg,Right,3/12/1986,31,RB/RM,3
Gaziantepspor,Gökhan Değirmenci,Sub,7/18/2016,2018.0,Turkey,,72,185 cm,79 kg,Right,3/21/1989,28,GK,2
Gaziantepspor,Khaly Thiam,Sub,1/28/2017,2020.0,Senegal,,65,185 cm,83 kg,Right,1/7/1994,23,CDM/CM,2
Gaziantepspor,Marcinho,CAM,1/21/2017,2018.0,Brazil,,71,182 cm,72 kg,Left,5/14/1986,30,RM/ST,3
Gaziantepspor,Marquinhos Pedroso,LB,1/1/2012,2018.0,Brazil,,69,175 cm,73 kg,Left,10/4/1993,23,LB,2
Gaziantepspor,Mohamed Fatau,LDM,8/23/2016,2019.0,Ghana,,68,178 cm,75 kg,Right,12/24/1992,24,CDM/CM,2
Gaziantepspor,Muhammed İldiz,Sub,1/25/2014,2017.0,Austria,,68,179 cm,77 kg,Right,5/14/1991,25,CDM/CM,3
Gaziantepspor,Muhammet Demir,Sub,1/23/2016,2019.0,Turkey,,74,175 cm,69 kg,Right,1/10/1992,25,ST/CAM,3
Gaziantepspor,Musa Nizam,Res,8/6/2014,2018.0,Turkey,,66,182 cm,74 kg,Left,9/8/1990,26,LB/CB,2
Gaziantepspor,Nabil Ghilas,ST,8/31/2016,2017.0,Algeria,,72,183 cm,85 kg,Right,4/20/1990,26,ST,4
Gaziantepspor,Orkan Çınar,Res,7/1/2015,2019.0,Turkey,,72,178 cm,70 kg,Left,1/29/1996,21,RM/LM,3
Gaziantepspor,Paulo Victor,GK,5/1/2008,2019.0,Brazil,,74,187 cm,79 kg,Left,1/12/1987,30,GK,2
Gaziantepspor,Sefa Yılmaz,RM,8/11/2014,2018.0,Turkey,,66,183 cm,79 kg,Right,2/14/1990,27,RM,4
Gaziantepspor,Sergey Kislyak,Sub,6/9/2016,2018.0,Belarus,,68,180 cm,75 kg,Right,8/6/1987,29,CDM,3
Gaziantepspor,Wallace Reis,LCB,5/25/2016,2019.0,Brazil,,73,184 cm,76 kg,Right,12/26/1987,29,CB,2
Gaziantepspor,Yoiver González,Res,1/12/2017,2017.0,Equatorial Guinea,,63,178 cm,80 kg,Right,11/22/1989,27,CB/RB,3
Gaziantepspor,Änis Ben-Hatira,LM,1/31/2017,2020.0,Tunisia,,74,183 cm,82 kg,Left,7/18/1988,28,LM/RM,5
Gaziantepspor,İbrahim Halil Keser,Res,6/1/2015,2019.0,Turkey,,64,180 cm,71 kg,Right,7/2/1997,19,CAM/CF,3
Gaziantepspor,İlhan Parlak,Sub,1/7/2016,2017.0,Turkey,,69,181 cm,74 kg,Right,1/18/1987,30,ST/LM,2
Gaziantepspor,Şenol Can,Sub,8/18/2016,2017.0,Turkey,,65,182 cm,75 kg,Left,4/3/1983,33,LB/CB,2
Gefle IF,Adrian Bjelkendal Haaranen,Sub,5/29/2016,2017.0,Sweden,,52,180 cm,75 kg,Right,3/7/1998,19,CM,3
Gefle IF,Albin Lohikangas,Sub,1/1/2016,2020.0,Sweden,,52,180 cm,75 kg,Left,8/20/1998,18,LB,2
Gefle IF,Anders Bååth,RCM,2/14/2014,2021.0,Sweden,,62,186 cm,84 kg,Right,4/13/1991,25,CM/CDM,2
Gefle IF,Anton Lans,LCB,1/1/2016,2017.0,Sweden,,63,182 cm,80 kg,Left,4/17/1991,25,CB,2
Gefle IF,Dioh Williams,LS,2/14/2014,2021.0,Liberia,,63,184 cm,72 kg,Right,1/8/1984,33,ST,4
Gefle IF,Emil Bellander,Sub,1/1/2012,2022.0,Sweden,,58,193 cm,94 kg,Left,1/5/1994,23,ST,3
Gefle IF,Emil Hedvall,GK,1/1/2009,2021.0,Sweden,,59,191 cm,85 kg,Right,6/9/1983,33,GK,3
Gefle IF,Jacob Ericsson,Sub,1/8/2015,2017.0,Sweden,,62,180 cm,65 kg,Left,9/17/1993,23,LB/LM,2
Gefle IF,Jacob Hjelte,Sub,7/26/2014,2018.0,Sweden,,59,188 cm,92 kg,Right,11/8/1996,20,ST,3
Gefle IF,Jens Portin,LB,1/1/2010,2017.0,Finland,,63,188 cm,88 kg,Left,12/13/1984,32,LB,3
Gefle IF,Jesper Florén,RB,1/9/2014,2017.0,Sweden,,62,179 cm,75 kg,Right,9/11/1990,26,RB,3
Gefle IF,Johan Oremo,RS,1/1/2012,2017.0,Sweden,,63,187 cm,81 kg,Left,10/24/1986,30,ST,4
Gefle IF,Jonas Lantto,LM,1/1/2007,2017.0,Sweden,,64,169 cm,69 kg,Right,5/22/1987,29,RM/LM,3
Gefle IF,Joshua Nadeau,RCB,2/15/2016,2018.0,France,,61,184 cm,85 kg,Right,9/12/1994,22,CB/RB,3
Gefle IF,Kwame Bonsu,RM,7/15/2015,2017.0,Ghana,,63,182 cm,75 kg,Right,9/25/1994,22,CM/ST/CDM,3
Gefle IF,Martin Rauschenberg,Sub,1/26/2015,2017.0,Denmark,,62,189 cm,84 kg,Right,1/15/1992,25,CB,2
Gefle IF,Mattias Hugosson,Sub,5/15/2016,2023.0,Sweden,,58,190 cm,88 kg,Left,1/24/1974,43,GK,3
Gefle IF,Robin Nilsson,LCM,1/10/2014,2020.0,Sweden,,63,184 cm,80 kg,Right,9/15/1988,28,CM/CDM,3
Gefle IF,Samuel Gussman,Sub,3/12/2015,2023.0,Sweden,,53,175 cm,70 kg,Right,5/20/1997,19,CM,3
Gefle IF,Viktor Frodig,Sub,1/1/2016,2020.0,Sweden,,51,190 cm,85 kg,Right,6/5/1997,19,GK,3
Gefle IF,York Rafael,Sub,1/1/2016,2020.0,Sweden,,53,175 cm,75 kg,Left,3/17/1999,18,LM/LB,3
Genoa,Adel Taarabt,Sub,7/1/2015,2020.0,Morocco,,70,180 cm,78 kg,Right,5/24/1989,27,LM/CAM,4
Genoa,Andrea Beghetto,Sub,1/5/2017,2017.0,Italy,,61,182 cm,73 kg,Left,10/11/1994,22,LM,2
Genoa,Armando Izzo,RCB,7/14/2014,2019.0,Italy,,76,183 cm,78 kg,Right,3/2/1992,25,CB,4
Genoa,Danilo Cataldi,RCM,7/1/2011,2020.0,Italy,,75,180 cm,70 kg,Right,8/6/1994,22,CM/CDM,3
Genoa,Darko Lazović,RM,7/1/2015,2020.0,Serbia,,74,181 cm,66 kg,Right,9/15/1990,26,RW/LW,4
Genoa,Davide Biraschi,Res,7/1/2015,2018.0,Italy,,68,182 cm,73 kg,Right,7/2/1994,22,CB/RB,2
Genoa,Davide Brivio,Sub,8/31/2016,2018.0,Italy,,72,185 cm,82 kg,Left,3/17/1988,29,LB,3
Genoa,Diego Faccioli,Res,8/1/2015,2020.0,Italy,,52,175 cm,68 kg,Right,7/8/1998,18,GK,1
Genoa,Diego Laxalt,LM,6/30/2016,2018.0,Uruguay,Sub,76,178 cm,66 kg,Left,2/7/1993,24,LM,3
Genoa,Edenílson,Sub,8/11/2014,2018.0,Brazil,,75,175 cm,76 kg,Right,12/18/1989,27,RM/LM,3
Genoa,Eugenio Lamanna,GK,7/26/2014,2019.0,Italy,,72,186 cm,80 kg,Right,8/7/1989,27,GK,2
Genoa,Ezequiel Muñoz,LCB,7/18/2015,2019.0,Argentina,,73,185 cm,82 kg,Right,10/8/1990,26,CB,3
Genoa,Giovanni Simeone,ST,8/19/2016,2021.0,Argentina,,74,180 cm,81 kg,Right,7/5/1995,21,ST/RM,3
Genoa,Goran Pandev,Sub,7/7/2015,2017.0,FYR Macedonia,,74,184 cm,75 kg,Left,7/27/1983,33,ST/CAM,3
Genoa,Isaac Cofie,Res,7/1/2013,2017.0,Ghana,,72,180 cm,73 kg,Right,4/5/1991,25,CM/CDM,3
Genoa,Leonardo Morosini,Sub,1/5/2017,2018.0,Italy,,69,175 cm,70 kg,Right,10/13/1995,21,CAM,3
Genoa,Luca Rigoni,Sub,1/4/2016,2018.0,Italy,,75,185 cm,76 kg,Right,12/7/1984,32,CM/CDM,3
Genoa,Luca Zanimacchia,Res,7/19/2016,2018.0,Italy,,57,178 cm,68 kg,Right,7/19/1998,18,RW,2
Genoa,Lucas Orbán,Sub,8/31/2016,2021.0,Argentina,,74,184 cm,78 kg,Left,2/3/1989,28,LB/CB,3
Genoa,Lukas Zima,Res,8/17/2013,2018.0,Czech Republic,,64,194 cm,82 kg,Right,1/9/1994,23,GK,2
Genoa,Mattia Perin,Res,1/1/2010,2019.0,Italy,,83,188 cm,74 kg,Right,11/10/1992,24,GK,3
Genoa,Mauricio Pinilla,RW,8/17/2015,2017.0,Chile,,75,187 cm,78 kg,Right,2/4/1984,33,ST,3
Genoa,Miguel Veloso,LCM,8/1/2016,2017.0,Portugal,,79,180 cm,78 kg,Left,5/11/1986,30,CDM/CM,3
Genoa,Nicolás Burdisso,CB,1/23/2014,2017.0,Argentina,,77,182 cm,81 kg,Right,4/12/1981,35,CB,3
Genoa,Nikola Ninković,Res,7/1/2016,2019.0,Serbia,,70,182 cm,69 kg,Left,12/19/1994,22,CAM/ST,4
Genoa,Olivier Ntcham,Sub,7/1/2013,2020.0,France,,70,180 cm,80 kg,Right,2/9/1996,21,CM,3
Genoa,Oscar Hiljemark,Sub,7/13/2015,2019.0,Sweden,LCM,73,184 cm,78 kg,Right,6/28/1992,24,CM/CDM,3
Genoa,Raffaele Palladino,LW,1/31/2017,2017.0,Italy,,73,182 cm,73 kg,Right,4/17/1984,32,LW/ST,4
Genoa,Rubinho,Sub,1/16/2017,2017.0,Brazil,,73,184 cm,90 kg,Right,8/4/1982,34,GK,2
Genoa,Santiago Gentiletti,Sub,7/19/2016,2019.0,Argentina,,78,184 cm,79 kg,Left,1/9/1985,32,CB,2
Gençlerbirliği,Abdul Khalili,RDM,8/31/2016,2019.0,Sweden,,69,182 cm,77 kg,Right,6/7/1992,24,CDM/CAM,2
Gençlerbirliği,Agon Mehmeti,Sub,1/20/2017,2017.0,Albania,,63,184 cm,79 kg,Right,11/20/1989,27,ST,1
Gençlerbirliği,Ahmet Oğuz,RB,8/26/2014,2019.0,Turkey,,72,176 cm,83 kg,Right,1/16/1993,24,RB,2
Gençlerbirliği,Aleksandar Šćekić,Res,7/19/2016,2019.0,Montenegro,,66,193 cm,89 kg,Right,12/12/1991,25,CDM/CB,3
Gençlerbirliği,Anıl Karaer,Sub,2/13/2017,2017.0,Turkey,,68,185 cm,76 kg,Left,2/4/1988,29,LB/CB,2
Gençlerbirliği,Aydın Karabulut,LM,1/2/2016,2017.0,Turkey,,67,178 cm,70 kg,Left,1/25/1988,29,LM,3
Gençlerbirliği,Bady,Sub,1/25/2017,2019.0,Brazil,,66,170 cm,65 kg,Right,4/27/1989,27,CAM/CM,3
Gençlerbirliği,Cosmin Matei,Sub,8/10/2016,2019.0,Romania,,69,175 cm,65 kg,Right,9/30/1991,25,RM,3
Gençlerbirliği,Etien Velikonja,Sub,2/7/2017,2018.0,Slovenia,,64,177 cm,72 kg,Left,12/26/1988,28,ST,4
Gençlerbirliği,Ferhat Görgülü,Sub,7/12/2013,2017.0,Netherlands,,66,187 cm,77 kg,Left,10/28/1991,25,CB,3
Gençlerbirliği,Johannes Hopf,GK,5/28/2015,2018.0,Sweden,,74,194 cm,94 kg,Right,6/16/1987,29,GK,2
Gençlerbirliği,Jonathan Ring,Sub,1/6/2017,2020.0,Sweden,,66,182 cm,74 kg,Left,12/5/1991,25,LM,3
Gençlerbirliği,Kamal Issah,Sub,8/19/2016,2019.0,Ghana,,65,178 cm,66 kg,Right,8/30/1992,24,CDM,2
